瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),老 弥缴利汲(cm),乞闭 瘤搁柯档(∑C)
156,堡林,2015-08-16,26.4,23.6,29.3,2.5,3.1,1.1,22.6,80.8,,28.8
156,堡林,2015-08-17,26.1,22.7,32,3.7,4.4,1.5,22.4,82.8,,30.2
156,堡林,2015-08-18,25.9,23.9,29.5,0,4,1.5,21.9,79.9,,27.9
156,堡林,2015-08-19,26.2,22.9,29.5,,3.4,1.5,21.1,74.3,,27.7
156,堡林,2015-08-20,23.5,22.2,25.8,8.2,3.1,1.4,22.6,95.1,,25.9
156,堡林,2015-08-21,24.5,21.2,29,41.5,5.1,1.9,21.9,86.1,,26
156,堡林,2015-08-22,24.9,22.6,27.3,0,2.7,.7,22.6,88.3,,26
156,堡林,2015-08-23,25.4,23.2,28.9,,2,.8,22.1,83.8,,26.9
156,堡林,2015-08-24,24.6,23.3,26.6,0,4.7,2.1,21.7,84.4,,25.9
156,堡林,2015-08-25,22.5,21.4,26,15.7,4,1.4,20.9,91.5,,24.3
156,堡林,2015-08-26,23.4,19.1,28.4,,3.3,1.2,18,73.8,,25.6
156,堡林,2015-08-27,23.3,20.1,28.3,5.2,4.3,1.7,20.8,86.6,,25.1
156,堡林,2015-08-28,24.5,21.8,28.9,0,4.3,1,20.9,81.8,,25.2
156,堡林,2015-08-29,23.9,19.2,29.4,,3,.9,19,77.5,,28
156,堡林,2015-08-30,24.4,20.1,29,,3.8,1.2,20,78.1,,27.5
156,堡林,2015-08-31,25.5,20.5,30.2,,3.4,.9,20.3,74.8,,30.1
156,堡林,2015-09-01,25.2,22.3,29.7,1.4,5,2.1,20.6,76.6,,29.2
156,堡林,2015-09-02,23.6,21,29.7,15.3,4,1.5,21,86.8,,26.8
156,堡林,2015-09-03,23.5,19.8,28.7,6.7,2.8,1.1,20.1,83,,26.1
156,堡林,2015-09-04,24.2,19.6,30.1,,2.8,.9,19.8,78.9,,25.8
156,堡林,2015-09-05,22.4,18.6,26.9,17.3,3.6,1.3,20.1,87.9,,23.4
156,堡林,2015-09-06,22.4,18.6,27,2.8,6.6,2.5,18.1,78.3,,25.3
156,堡林,2015-09-07,22.5,18.4,27.1,,3.4,1.5,16.4,69.8,,24.4
156,堡林,2015-09-08,21.9,17.2,27.6,,4.9,2.3,13.3,60,,27
156,堡林,2015-09-09,22.2,15.9,28.1,,3.8,1.7,12.7,57.3,,27.4
156,堡林,2015-09-10,22.4,16.7,28.7,,3.5,1.1,15,65.4,,28
156,堡林,2015-09-11,22.4,17.3,28.8,0,3.7,1.3,17.4,74.8,,25.1
156,堡林,2015-09-12,19.6,16.5,22,2.7,4,1.5,17.7,89.8,,20.6
156,堡林,2015-09-13,19.9,15.1,25.4,,3.6,1.3,13.5,70.3,,24.6
156,堡林,2015-09-14,20.8,14.9,27.2,,3.1,1,12.6,61.4,,25.6
156,堡林,2015-09-15,21.2,15.5,26.8,,4.8,2,12,57.9,,26
156,堡林,2015-09-16,20,15.2,23.8,,4.4,2,14.1,69.6,,22.1
156,堡林,2015-09-17,22.2,16.5,28.8,,3.4,1.4,15.7,68.6,,28
156,堡林,2015-09-18,22.1,17.7,27.8,,3,1.2,16.2,71,,25.2
156,堡林,2015-09-19,21.9,18.1,27.7,,1.9,.9,15.9,71.9,,29
156,堡林,2015-09-20,21.5,16.8,27.2,,2.7,.9,16.2,73.9,,26.4
156,堡林,2015-09-21,22.7,17.2,29.1,,4.9,1.2,17.2,74,,29.3
156,堡林,2015-09-22,22.7,18.3,29.2,,4.5,1.4,15,66.8,,28.4
156,堡林,2015-09-23,18.5,17.3,20.8,18.9,5.7,2.1,16.7,89.9,,19.7
156,堡林,2015-09-24,21.8,16.2,27.6,,4.7,1.8,17.7,79.4,,23.5
156,堡林,2015-09-25,22.2,18.9,26.3,,2.9,1.1,17.5,76.3,,23.2
156,堡林,2015-09-26,21.6,17.3,26.8,,3.6,.9,17.2,78.4,,23.9
156,堡林,2015-09-27,22.1,16,28.6,,3.3,.9,15.1,68.9,,25.6
156,堡林,2015-09-28,22.7,15.3,29.6,,3.3,1,13.6,60.5,,24.8
156,堡林,2015-09-29,23.9,17.9,30.6,,4.2,1.2,14.2,57.1,,28.3
156,堡林,2015-09-30,19.3,17.2,22.3,1.5,4.4,1.3,15.4,79.3,,20.3
156,堡林,2015-10-01,18.9,15.5,23.5,56.4,8.7,2.3,17.3,91.4,,19.1
156,堡林,2015-10-02,17.1,11.3,22.4,,5,1.9,7.2,54.4,,18
156,堡林,2015-10-03,18.6,12.7,24.8,,3.4,1,14.6,79.3,,20.2
156,堡林,2015-10-04,19.2,13.6,25.9,,4.3,1.8,9.1,56,,20.2
156,堡林,2015-10-05,20,15,26.4,,2.9,.9,10.8,58.8,,23.1
156,堡林,2015-10-06,19.4,13.2,26.9,,3.7,.9,10.1,60,,22.7
156,堡林,2015-10-07,19.2,13.4,25.9,,1.9,.6,12,65.9,,20.2
156,堡林,2015-10-08,18.6,15.9,24.3,1.2,3.2,.9,14.6,78.6,,18.9
156,堡林,2015-10-09,17.5,13.4,21.7,0,3.4,1.3,8.6,59.5,,21.4
156,堡林,2015-10-10,15.7,10.1,22.1,2.6,6.1,1.7,10.9,74.1,,16.2
156,堡林,2015-10-11,14.1,10.5,18.8,3.9,6.3,2.1,8.9,73.1,,14.8
156,堡林,2015-10-12,15,11.9,19.2,1.2,3,1.3,9.7,73.4,,17.1
156,堡林,2015-10-13,16.1,11,22.6,0,2.5,.8,10,70.6,,18.6
156,堡林,2015-10-14,17,10.8,24.7,,2.7,.8,12.4,77.1,,19.4
156,堡林,2015-10-15,18,13.2,24.5,,3,.9,13.2,76.1,,20.5
156,堡林,2015-10-16,17.3,11.7,24.8,,3.9,1.1,12.4,76.6,,20.7
156,堡林,2015-10-17,18,11.6,25.6,,2.2,.7,13.2,76.8,,21.1
156,堡林,2015-10-18,18.2,11.6,26,,2.3,.8,12.3,73.4,,21.2
156,堡林,2015-10-19,18.8,13.1,25.6,,2.9,.7,12.3,69.5,,21
156,堡林,2015-10-20,19.1,12.7,26.5,,3.6,.9,11.7,66.3,,20.9
156,堡林,2015-10-21,19.2,13.9,25.9,,2.2,.6,13.9,74,,21
156,堡林,2015-10-22,19.2,14.3,24.4,,3.7,1,15,78.3,,21.5
156,堡林,2015-10-23,18.6,15.6,23.3,,1.7,.7,14.5,78.4,,22
156,堡林,2015-10-24,15.9,12.2,21.7,1.1,2.7,.9,13.9,88.9,,15.5
156,堡林,2015-10-25,16.9,12.2,22.5,,3.2,1.1,10.8,70.1,,18.4
156,堡林,2015-10-26,16.9,11.9,22.5,,5.3,1.9,8.8,60.4,,19.2
156,堡林,2015-10-27,15.2,12.3,18.1,24.5,5.6,2.5,8.8,67.3,,16.5
156,堡林,2015-10-28,13.6,9.5,18.8,,3.7,1.2,4.2,55,,13.4
156,堡林,2015-10-29,13.1,8.8,18.2,,3.2,1,6.9,67.3,,12.3
156,堡林,2015-10-30,10.2,7.8,13.2,0,5,2.5,1,54.5,,10.5
156,堡林,2015-10-31,9.1,4.8,14,,5.2,2.5,-.9,50.6,,10
156,堡林,2015-11-01,8.1,5.5,10.4,,2.7,.8,2.4,68,,7.9
156,堡林,2015-11-02,10.4,5.4,16,0,3.3,.9,5.8,75.4,,9.8
156,堡林,2015-11-03,12.2,6.2,19.7,,2.1,.6,6,69.9,,11
156,堡林,2015-11-04,13.3,6.5,21,,1.6,.6,6.2,65.8,,11.5
156,堡林,2015-11-05,15.6,11.3,21.6,,2.3,.7,9.2,67.5,,15.1
156,堡林,2015-11-06,16.1,12.4,21.2,4.1,3.8,1,11.2,74.5,,15.3
156,堡林,2015-11-07,15.6,13.7,17.2,22.8,2.8,1,15.2,97.8,,15
156,堡林,2015-11-08,16.5,15.4,17.9,4.9,3.9,1.6,16.3,98.5,,16.2
156,堡林,2015-11-09,13.6,11.6,16,1.5,2.6,1.1,12.2,92,,14.1
156,堡林,2015-11-10,11.5,8.6,14.7,0,3.2,1.3,7,75.1,,11.4
156,堡林,2015-11-11,12.8,6.9,19.1,,3.3,1.1,8,74.8,,11.9
156,堡林,2015-11-12,15.4,9.7,21,,4,1.6,8.6,66.4,,12.2
156,堡林,2015-11-13,12.3,11.2,15.2,28.4,7.5,2.8,11.8,97.4,,12
156,堡林,2015-11-14,14.4,13,16.6,1.3,2.4,.7,13.7,95.6,,14.1
156,堡林,2015-11-15,14.1,11,18.7,,2.3,.9,10.8,82,,12.6
156,堡林,2015-11-16,14.2,10.8,17.8,13.9,3.8,1.2,13.2,94.1,,12.5
156,堡林,2015-11-17,15.9,14.6,19.1,0,3.5,1.1,14.9,94.3,,15.4
156,堡林,2015-11-18,13.2,11.4,15.3,13.9,4.7,2,12.9,98.4,,13.7
156,堡林,2015-11-19,11.6,10.9,12.2,1.8,2.3,.8,11.3,98,,12.3
156,堡林,2015-11-20,12.9,10.1,17.1,,2.6,.9,9.8,83.5,,12.5
156,堡林,2015-11-21,11,8.3,14.4,,2.5,1,8.3,84.3,,10.2
156,堡林,2015-11-22,12.5,6.9,18.5,,2.3,.9,9.6,84,,10.6
156,堡林,2015-11-23,12.7,10.9,14.1,2.2,3.5,1.2,11.2,90.8,,12.1
156,堡林,2015-11-24,10.1,8.1,12.6,,3.6,1.5,4.4,69.5,,10.9
156,堡林,2015-11-25,7,4.9,9.1,7.4,2.6,1.1,4.8,86.8,,8.3
156,堡林,2015-11-26,1.4,-.2,5.2,12.8,5,1.7,.1,91.5,5.5,2
156,堡林,2015-11-27,2.6,.1,4.6,4.2,2.3,.8,.8,88.8,6.3,2.2
156,堡林,2015-11-28,5.1,2.2,9.7,,2.7,1.1,1.5,79.1,,5.1
156,堡林,2015-11-29,7.7,3,13.4,2.1,1.9,.7,3.2,75.4,,6.5
156,堡林,2015-11-30,8,4.8,13,.6,2.7,.9,4.5,81,,7.4
156,堡林,2015-12-01,7.5,1.3,14.2,,2,.7,2.7,74.6,,4.7
156,堡林,2015-12-02,8.3,6.1,12.1,6.9,3.2,1.1,5.7,84.8,,6.1
156,堡林,2015-12-03,4.7,.8,7.7,2.4,7.5,3.5,-2.5,61.4,.1,3.1
156,堡林,2015-12-04,4.3,1.5,7.3,2.7,2.9,1.4,1.2,81.4,,3.8
156,堡林,2015-12-05,5.7,2.3,8.6,,2.3,.9,.3,69,,3.4
156,堡林,2015-12-06,4.9,1.9,9.3,,1.9,.8,-2,63.1,,4.1
156,堡林,2015-12-07,3.7,-1.4,11.3,,2.6,.9,-3.8,61.3,,1.7
156,堡林,2015-12-08,5.1,-.1,11.8,,3.2,1.2,-3.1,58.3,,2.1
156,堡林,2015-12-09,8.9,1.7,15.8,0,3.7,.7,3.1,68.1,,5.2
156,堡林,2015-12-10,10.6,9.3,11.9,22,6.3,2.3,9.8,95.3,,8.9
156,堡林,2015-12-11,8.6,7.6,10,1.6,3.2,1.3,5.9,83.6,,7.7
156,堡林,2015-12-12,8.9,6.7,11.2,,3.3,1.1,3.8,72,,8.1
156,堡林,2015-12-13,10.8,7.6,15.3,,2.4,.8,4.3,65.8,,9
156,堡林,2015-12-14,10.5,9,12.4,2.9,4.4,1.5,7.7,83.9,,9
156,堡林,2015-12-15,8.1,6.1,11,1.4,3,1.5,3.1,71.5,,7.3
156,堡林,2015-12-16,2.8,-.5,6.6,6.3,7.9,2.3,-1.6,74.6,7.6,2.9
156,堡林,2015-12-17,-1.2,-2.6,.4,1.3,3.8,1.6,-3.8,82.5,9.9,1.2
156,堡林,2015-12-18,.5,-3.5,5.2,,2.7,1,-2.7,78.8,3,.4
156,堡林,2015-12-19,3.3,-1.1,9.3,,2.1,.7,0,81.3,,1.8
156,堡林,2015-12-20,4.4,1.2,7.5,2.6,1.7,.4,2.2,87.1,,3.4
156,堡林,2015-12-21,6.4,3.7,11.2,1.7,3.9,.9,4.2,87.5,,5.5
156,堡林,2015-12-22,7.6,.4,14.5,0,4,1.1,2.8,74.8,,4.4
156,堡林,2015-12-23,8.1,5.5,9.9,4.9,4.2,1.1,7.7,97.8,,7
156,堡林,2015-12-24,5.6,3,9.8,,3.1,1.5,-.1,69.5,,3.3
156,堡林,2015-12-25,3,.5,6.2,,2.8,1.4,-7.6,47.5,,1.4
156,堡林,2015-12-26,4.7,-.1,11.2,,2.6,.8,-.9,68.1,,2.4
156,堡林,2015-12-27,.8,-2.2,4.6,,3.4,1.7,-6.8,58.1,,.8
156,堡林,2015-12-28,0,-3.1,3.2,,3.7,1.8,-7.2,58.3,,.1
156,堡林,2015-12-29,1.5,-3.1,6.8,,4,1.4,-5.9,59.3,,.3
156,堡林,2015-12-30,3,-2.5,8.1,0,3.1,1.1,-3,66.6,,1.1
156,堡林,2015-12-31,3.8,1.3,7.5,2.5,3.7,1.5,-.4,76.6,,3.1
156,堡林,2016-01-01,3.2,-1.5,8.1,,2.7,1,-1.4,73.1,,2
156,堡林,2016-01-02,6.5,1.3,12.7,,1.5,.6,2.8,78.6,,3.4
156,堡林,2016-01-03,7.3,3.7,13.7,,2.2,.8,3.4,78.9,,4.2
156,堡林,2016-01-04,6.4,2.3,11.4,,3.5,1.3,0,66.5,,3.9
156,堡林,2016-01-05,2.4,-.7,5.8,,4,2.4,-10,40.3,,1.4
156,堡林,2016-01-06,3.3,-1,7.5,,4,2.3,-5.2,54.1,,1.3
156,堡林,2016-01-07,2.7,1.2,5.2,,4,1.4,-3.6,63.4,,2.3
156,堡林,2016-01-08,1.2,-.2,4.8,.3,2.2,.8,-1.8,81,.5,1.7
156,堡林,2016-01-09,2.5,-.3,7.7,,4.4,1.2,-3.6,65,,1.8
156,堡林,2016-01-10,3.7,-.1,8.5,,3.6,1.3,-3.8,59.4,,2.2
156,堡林,2016-01-11,1.5,-.9,5.3,,4.8,2.3,-8.2,48.8,,.8
156,堡林,2016-01-12,-.3,-4.2,4.1,0,3.9,1.8,-8.9,53.6,,-.2
156,堡林,2016-01-13,1,-1.3,4.5,2.1,6.7,2,-4.1,70.8,2.9,1.4
156,堡林,2016-01-14,1.4,-.6,5.8,.6,3.2,1,-3.1,74.4,1.4,1.5
156,堡林,2016-01-15,2.6,-2.2,8.4,,3.1,.8,-4.1,63.5,,.8
156,堡林,2016-01-16,4.6,.6,10,,3,.9,-3.2,59.5,,1.8
156,堡林,2016-01-17,3.7,2.4,6.6,6,3.9,1.9,-.4,76.5,,1.7
156,堡林,2016-01-18,-.8,-4.4,3.2,4.1,4.6,1.9,-3.1,84.9,7.1,0
156,堡林,2016-01-19,-4.5,-5.8,-2,4.3,4.6,1.9,-7.6,79.5,15,-.8
156,堡林,2016-01-20,-4.5,-6.8,-.8,0,4,2.1,-10.4,64.1,15,-.8
156,堡林,2016-01-21,-3,-5.3,.8,,4.6,2.6,-9.7,59.8,6.3,-.8
156,堡林,2016-01-22,-2.8,-6.5,1.1,,5.9,3.1,-13.6,44.6,4.5,-1.5
156,堡林,2016-01-23,-5.8,-8.4,-3.2,4.2,5.7,2.6,-12.5,60.8,12.7,-1.6
156,堡林,2016-01-24,-9.5,-11.7,-7.7,6.5,4.8,1.3,-12.8,77.6,22.9,-1.5
156,堡林,2016-01-25,-5.5,-11.2,-1.5,.2,2.5,.6,-8.8,77.6,25.7,-1.2
156,堡林,2016-01-26,-.2,-3.8,4,0,1.8,.8,-4.4,74.8,12.9,-.9
156,堡林,2016-01-27,2,-1.4,6.7,,1.8,.7,-2.2,75.9,9.9,-.8
156,堡林,2016-01-28,2.6,.4,4.8,11.5,5.8,1.9,.7,87.6,7.1,-.9
156,堡林,2016-01-29,3.9,3,5.1,9.9,4.8,1.7,3.5,97.5,4.8,.8
156,堡林,2016-01-30,3.7,.5,9.8,,2.5,1.1,.6,81.9,,2.7
156,堡林,2016-01-31,-.2,-1.9,2.2,,3.1,1.5,-6.3,63.9,,-.7
156,堡林,2016-02-01,-2.2,-4,.7,,4.5,2.6,-9.2,58.9,,-2.4
156,堡林,2016-02-02,-2.1,-5.7,2.3,,4.2,2.2,-10.7,52.6,,-2.5
156,堡林,2016-02-03,-.1,-5.9,5.7,,2.6,1.3,-8,56.5,,-1.8
156,堡林,2016-02-04,.7,-3.8,6.5,,2.5,1,-7.2,58.9,,-1
156,堡林,2016-02-05,1.2,-2.2,5.7,,3.4,1.3,-7.5,53.6,,-.4
156,堡林,2016-02-06,-.4,-2.4,2.8,0,4,1.6,-7.7,59.1,0,0
156,堡林,2016-02-07,-.4,-5.6,5.3,,2.8,1.1,-9.5,52,,-1.1
156,堡林,2016-02-08,2.8,-3.5,9.2,,6.6,2.2,-5,59,,0
156,堡林,2016-02-09,4,-.2,8.6,,3.8,1.5,-6.5,48.6,,1.8
156,堡林,2016-02-10,5,-2.7,14,,2.7,1,-6.3,48.5,,2.3
156,堡林,2016-02-11,10.9,4,17.1,0,7,2.4,1.6,53.3,,6.2
156,堡林,2016-02-12,13.7,11.3,15.6,23.3,5.1,2,13,95.8,,10.5
156,堡林,2016-02-13,14.2,6.5,19.8,9.9,6.4,2.3,13.2,94.5,,12.8
156,堡林,2016-02-14,.7,-2.2,6.5,.5,4.5,2.7,-2.2,81.1,,2.9
156,堡林,2016-02-15,-2.1,-4.2,.8,4.2,4.2,1.9,-6.6,73.5,5.6,1
156,堡林,2016-02-16,1.3,-2.7,5.7,.5,6.8,2.5,-3.8,69.9,6,1.6
156,堡林,2016-02-17,2.9,-.9,7.2,0,4,1.6,-5.6,56.1,,2.9
156,堡林,2016-02-18,4.7,-1.5,11.6,,6.4,2.2,-2.7,61.5,,2.9
156,堡林,2016-02-19,7,1.9,11.8,,2.3,.9,-1.6,58.6,,4.4
156,堡林,2016-02-20,4.7,1.1,9.4,,5.2,1.9,-7.2,44.4,,3.6
156,堡林,2016-02-21,2.4,-.3,7.3,,2.9,1.3,-9.3,42.4,,2.2
156,堡林,2016-02-22,3.5,.3,6,,3.7,1.1,-7.8,44.1,,2.4
156,堡林,2016-02-23,4,-.3,9.6,0,4.4,1.7,-7.5,43.8,,4.1
156,堡林,2016-02-24,-.6,-3.1,3.2,0,4.1,2.1,-10,49.1,,1.2
156,堡林,2016-02-25,1.5,-3.3,7.7,0,3.5,1.5,-9,47.5,,2
156,堡林,2016-02-26,3.5,-1.3,7.9,.2,2.5,.8,-.7,74.5,,2.1
156,堡林,2016-02-27,8.9,5.2,13.7,0,5.5,2,-.1,55.9,,7.6
156,堡林,2016-02-28,6.7,1.1,14.7,3.8,10.2,2.3,2.3,76,,5.7
156,堡林,2016-02-29,-1.1,-3.5,1.5,2.8,4.8,2.3,-7.5,63,2.6,-.1
156,堡林,2016-03-01,-.2,-4.3,5.8,,2.8,1.8,-8.4,54.5,1.8,2.2
156,堡林,2016-03-02,4.5,-3.2,13.2,,4.3,1.5,-2.9,62.5,,3.9
156,堡林,2016-03-03,10,1.5,18.3,,5.2,1.6,3.9,68.8,,8
156,堡林,2016-03-04,11.8,10.1,14,18,2.1,.9,11.6,98.8,,9.7
156,堡林,2016-03-05,15.1,11.6,18,22.2,6.8,3.4,13.9,93,,12.5
156,堡林,2016-03-06,12.2,8.5,18.5,.1,3,1.2,5.7,69.5,,12.6
156,堡林,2016-03-07,11.9,6.9,18.6,0,4.3,1,5.2,65.1,,9.4
156,堡林,2016-03-08,6.5,1.6,11.4,5.2,6.5,2.8,-.6,63.8,,6
156,堡林,2016-03-09,3,1,8.1,0,3.8,2,-6.6,51,,5
156,堡林,2016-03-10,1.3,-.8,5.8,,5.8,2.6,-10.9,41.3,,2.7
156,堡林,2016-03-11,1.4,-2.1,6.1,0,4,2,-9.1,46.6,,2.4
156,堡林,2016-03-12,4.1,-2.5,10.6,,3.2,1.5,-10.4,36.3,,4.1
156,堡林,2016-03-13,5.2,3,8.7,0,4.1,1.3,-3.3,57.3,,4.5
156,堡林,2016-03-14,4.9,1.5,9.9,,5.4,2.1,-2.3,61.1,,5.5
156,堡林,2016-03-15,7.2,-.5,15.5,,3.4,1.3,-5,47.6,,7.3
156,堡林,2016-03-16,9.6,4.3,17.4,,3.5,1.4,-.5,50.3,,10.7
156,堡林,2016-03-17,12.4,3.8,19.4,0,3.6,1.3,2.7,54.8,,11.8
156,堡林,2016-03-18,12,9.7,14.4,9.7,4.4,2.1,11.4,96.6,,11.7
156,堡林,2016-03-19,11.6,6.4,18.5,,3.3,1.3,4.6,66.1,,11
156,堡林,2016-03-20,9.2,3.5,17.7,,5,1.6,2.8,67.8,,10.1
156,堡林,2016-03-21,10.1,4.3,18,,3.2,1,2.7,62.9,,11.5
156,堡林,2016-03-22,9.6,3.8,18.4,,4,1.4,.7,59.1,,11.6
156,堡林,2016-03-23,8.4,4.9,15.1,,3.6,1.6,-2.2,51,,11.2
156,堡林,2016-03-24,7.3,2.2,14.4,,3.8,1.7,-4,45.9,,10.5
156,堡林,2016-03-25,6.7,1.9,14.1,,4.2,1.5,-1.6,58.6,,10.1
156,堡林,2016-03-26,5.2,1,11.1,,4.5,1.2,-1.9,63.5,,7.2
156,堡林,2016-03-27,7.1,1.1,15.3,,3.3,1.2,-3.9,49.9,,9.8
156,堡林,2016-03-28,9.8,1,18.8,,4.8,1.8,-1.5,50.3,,12.1
156,堡林,2016-03-29,12,6.8,16.4,,7.5,2.9,5.4,65.3,,11.5
156,堡林,2016-03-30,15.4,9.3,22.9,,4.1,1.6,1.6,48,,16.5
156,堡林,2016-03-31,15,9.1,22.3,,5.3,1.1,2.2,43.9,,15
156,堡林,2016-04-01,15.7,7.8,25.5,,3.9,1.3,1.7,44.8,,17
156,堡林,2016-04-02,16.6,9.3,24.1,,4,1.6,6.3,53,,17.5
156,堡林,2016-04-03,14.1,12.2,17.7,2.6,4.1,1.9,11.4,85.1,,13.9
156,堡林,2016-04-04,13.4,10.7,17.8,.8,5.6,2,9.9,80.5,,14.6
156,堡林,2016-04-05,12.9,7.1,21.2,,2.8,1.2,-2.5,41.9,,15.8
156,堡林,2016-04-06,12.5,8.6,20.7,27.8,7.6,2.3,2.1,55.3,,12.3
156,堡林,2016-04-07,13,9.4,17.3,16.3,2.7,1.2,10.6,86.3,,13.5
156,堡林,2016-04-08,15.4,9.3,23.5,,3.4,1.5,7.1,64.1,,15.4
156,堡林,2016-04-09,17,10.1,25.2,,4.2,1.2,5.8,52.6,,17.4
156,堡林,2016-04-10,16.9,10.5,25.1,,4.2,1.3,7.7,59.5,,18.4
156,堡林,2016-04-11,14.5,10.4,22.4,,5.5,1.9,8.1,68.5,,18.9
156,堡林,2016-04-12,15.1,8.6,22.2,.1,5.5,2.3,5.7,57.9,,18.3
156,堡林,2016-04-13,16.9,15.2,20.4,10.2,4.6,1.2,15.9,94,,17.1
156,堡林,2016-04-14,17.2,13.1,24,,3.3,1.3,11,70.4,,19
156,堡林,2016-04-15,15.9,7.2,25.2,,5.9,1.8,6.2,57.6,,18.4
156,堡林,2016-04-16,15.8,10.8,18.9,35.1,12.4,3.5,12.3,80.5,,14.1
156,堡林,2016-04-17,12.6,10.2,17.1,.9,11.1,3.3,5.7,65.5,,14.4
156,堡林,2016-04-18,13.3,9.7,17.5,0,5.9,2.5,7,67,,14.7
156,堡林,2016-04-19,14.3,8.5,21.2,,3.8,1.4,4,54.9,,17.7
156,堡林,2016-04-20,16,9.8,22.4,.1,5.3,2,7.2,58.5,,17.7
156,堡林,2016-04-21,15.1,12.9,16.8,27.2,3.7,1.8,14.7,97.9,,15.6
156,堡林,2016-04-22,17.9,12.6,25.2,,4.8,1.9,13,76.6,,19.6
156,堡林,2016-04-23,17.1,13.8,21.1,,3.3,1.3,7.4,56.6,,16.9
156,堡林,2016-04-24,17.3,10.9,24.9,,5,1.9,-.1,32.3,,19.6
156,堡林,2016-04-25,18.6,11.2,27.4,,4.3,1.2,5.9,46.5,,21.7
156,堡林,2016-04-26,18.7,11.6,27.2,11.3,4.9,1.5,11.6,67.1,,21.2
156,堡林,2016-04-27,13.1,11.9,16.1,43.6,6.5,3.3,12.7,98,,14.4
156,堡林,2016-04-28,14.5,11.5,20.5,9,2.5,1.1,11,81.4,,16.3
156,堡林,2016-04-29,15.5,10.1,23,,4.4,1.7,7.2,63.1,,18
156,堡林,2016-04-30,17,9.8,25.2,,6,2.2,7,55.5,,20.4
156,堡林,2016-05-01,19.3,11.3,27.4,,6.2,1.9,7.4,48.5,,22.4
156,堡林,2016-05-02,19.2,14.7,25.2,18.2,6.9,3.1,15.1,78.6,,20.2
156,堡林,2016-05-03,15.5,12.8,19.7,18.6,8.9,5.3,12.9,85.6,,16
156,堡林,2016-05-04,16.6,10.9,22.6,,5.6,2.8,9.3,65.1,,18.3
156,堡林,2016-05-05,18.5,10.4,26.9,0,5.9,2.1,10.4,64.1,,20.6
156,堡林,2016-05-06,19.9,14.9,25.2,0,6.3,2.5,16.5,81.5,,23.2
156,堡林,2016-05-07,17.3,11.5,23.3,,4.6,2,3,43.4,,20.6
156,堡林,2016-05-08,18.9,10.9,25.4,0,5.3,1.7,5.6,43.9,,21.6
156,堡林,2016-05-09,17.1,15.6,19.4,0,3.3,1.1,11.2,70.6,,19.2
156,堡林,2016-05-10,14.6,13.7,16.1,24.4,2.6,1,14.3,98.8,,16.2
156,堡林,2016-05-11,17.1,13,24,0,3.2,1.2,12.6,77.1,,19.9
156,堡林,2016-05-12,19,12.6,26.2,,5.5,2.2,13,72.3,,23.3
156,堡林,2016-05-13,18.3,14.5,23.3,,4.8,1.7,12.6,71.6,,22.3
156,堡林,2016-05-14,20.1,14,26.4,,4.7,2.1,11.6,60.8,,25.6
156,堡林,2016-05-15,19.3,12.9,25,12.4,7,3.4,15.9,81.6,,23.5
156,堡林,2016-05-16,15.6,10,21.9,5.3,4.4,1.7,6.5,60.6,,19.3
156,堡林,2016-05-17,19.2,10.5,27.9,,2.6,1,9,57.5,,23.1
156,堡林,2016-05-18,22.6,13.6,31.1,,3.9,1.2,11.7,55.8,,25.7
156,堡林,2016-05-19,22.1,16.5,29.3,,3.9,1.1,11.8,56.5,,23.7
156,堡林,2016-05-20,22.9,14.8,30,,3.8,1.1,11.3,51.9,,27.5
156,堡林,2016-05-21,23.7,17,30.5,,5.5,1.5,8.6,41.6,,28.9
156,堡林,2016-05-22,23.5,16.9,30.3,,4.1,1.7,10.1,44.9,,29.2
156,堡林,2016-05-23,23.2,16.9,29.5,,5.8,2.3,11.9,52,,29.4
156,堡林,2016-05-24,18.8,16.1,21.4,23.6,5,1.8,16.7,88.3,,20.7
156,堡林,2016-05-25,20.4,13.9,26.9,,2.5,1,14.6,73.5,,23.2
156,堡林,2016-05-26,21.9,16.9,28.4,,2.8,1,15.3,68.9,,25.5
156,堡林,2016-05-27,23.3,19.1,29.6,0,4.6,1.9,15.5,63.5,,25.9
156,堡林,2016-05-28,21.5,17.4,26.9,.4,2.9,1,14,65.1,,25.1
156,堡林,2016-05-29,20.7,17.3,26.7,1.6,3,1,14.5,69.4,,24.1
156,堡林,2016-05-30,22.3,15.3,29.9,,2.9,1,14.1,61.9,,27.7
156,堡林,2016-05-31,22.1,16.7,28.6,,2.4,1,13.1,60.8,,26
156,堡林,2016-06-01,22.5,18.4,28.8,,3.8,1.6,15.5,66.6,,28.4
156,堡林,2016-06-02,22,18.2,28.4,,4.7,1.7,15.6,70.8,,26.4
156,堡林,2016-06-03,22.7,16.6,28.6,,5.2,1.6,14.4,61.8,,26.4
156,堡林,2016-06-04,18.4,15.3,22.2,17.7,5.7,2,15.9,86.8,,20
156,堡林,2016-06-05,21,14.7,26.2,,3.6,1.3,16,75.5,,22
156,堡林,2016-06-06,20.1,18.9,22.4,.4,3.2,1.2,17.7,86.6,,21.6
